,Unnamed: 0,id,price,owner,collectionName,collectionTitle,img,title,propertyCategory,creators,attributes,properties,tokenDelegateValid,rarity,version,origin_attributes,Rarity Level,Race,Gender,Hair,Eyes,Head,Clothing,Back,Neck,Hands,Waist,Finger (L),Finger (R),Feet,Main-hand Weapon,Off-hand Weapon,Trinket,Background,c_att
0,1472,BLNtxpb1gRn27JbEeEptK5AnJFo6npce2fmeVNhpjVUY,5555.0,SUtJbde33heALYkjn9WXandEvXmCunGr3h2RkTx5qRJ,guild_saga_heroes,Guild Saga Heroes,https://gldhero-production.s3.amazonaws.com/7768.png,Guild Hero #7768,image,"[{'address': 'BNaDSC3g8fgf8BebB8ovKefScNKjHotZsTeVJ33LL53h', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'verified': 0, 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'verified': 0, 'share': 0}]","[{'trait_type': 'Rarity Level', 'value': 'Arcane'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Bob (Green)'}, {'trait_type': 'Eyes', 'value': 'Blue'}, {'trait_type': 'Head', 'value': 'Hat of Invocation'}, {'trait_type': 'Clothing', 'value': 'Mazan Sentry Uniform'}, {'trait_type': 'Back', 'value': 'Fox Tail'}, {'trait_type': 'Neck', 'value': 'Bleeding Talisman'}, {'trait_type': 'Hands', 'value': 'Bloodstained Gauntlets'}, {'trait_type': 'Waist', 'value': ""Vicar's Banishing Belt""}, {'trait_type': 'Finger (L)', 'value': 'none'}, {'trait_type': 'Finger (R)', 'value': 'Ring of Frozen Seas'}, {'trait_type': 'Feet', 'value': ""Invocator's Arcane Boots""}, {'trait_type': 'Main-hand Weapon', 'value': 'Traitors'}, {'trait_type': 'Off-hand Weapon', 'value': 'Traitors'}, {'trait_type': 'Trinket', 'value': 'Pegasus Bone'}, {'trait_type': 'Background', 'value': 'Guildhall'}]","{'files': [{'uri': 'https://gldhero-production.s3.amazonaws.com/7768.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'share': 0}]}",False,,1,"[{'trait_type': 'Rarity Level', 'value': 'Arcane'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Bob (Green)'}, {'trait_type': 'Eyes', 'value': 'Blue'}, {'trait_type': 'Head', 'value': 'Hat of Invocation'}, {'trait_type': 'Clothing', 'value': 'Mazan Sentry Uniform'}, {'trait_type': 'Back', 'value': 'Fox Tail'}, {'trait_type': 'Neck', 'value': 'Bleeding Talisman'}, {'trait_type': 'Hands', 'value': 'Bloodstained Gauntlets'}, {'trait_type': 'Waist', 'value': ""Vicar's Banishing Belt""}, {'trait_type': 'Finger (L)', 'value': 'none'}, {'trait_type': 'Finger (R)', 'value': 'Ring of Frozen Seas'}, {'trait_type': 'Feet', 'value': ""Invocator's Arcane Boots""}, {'trait_type': 'Main-hand Weapon', 'value': 'Traitors'}, {'trait_type': 'Off-hand Weapon', 'value': 'Traitors'}, {'trait_type': 'Trinket', 'value': 'Pegasus Bone'}, {'trait_type': 'Background', 'value': 'Guildhall'}]",Arcane,Pale,Female,BobGreen,Blue,HatofInvocation,MazanSentryUniform,FoxTail,BleedingTalisman,BloodstainedGauntlets,VicarsBanishingBelt,none,RingofFrozenSeas,InvocatorsArcaneBoots,Traitors,Traitors,PegasusBone,Guildhall,Rarity Level: Arcane<br>Race: Pale<br>Gender: Female<br>Hair: BobGreen<br>Eyes: Blue<br>Head: HatofInvocation<br>Clothing: MazanSentryUniform<br>Back: FoxTail<br>Neck: BleedingTalisman<br>Hands: BloodstainedGauntlets<br>Waist: VicarsBanishingBelt<br>Finger (L): none<br>Finger (R): RingofFrozenSeas<br>Feet: InvocatorsArcaneBoots<br>Main-hand Weapon: Traitors<br>Off-hand Weapon: Traitors<br>Trinket: PegasusBone<br>Background: Guildhall<br>
1,2414,7niyPmjmTURbMRxLdTsW85G6vRG33fCvWcJ8HQHbiLcF,1000.0,5e6LqL3kEBmixATuLyeCLDCEcx5FtNpR6s71hSmt4rfJ,guild_saga_heroes,Guild Saga Heroes,,Guild Hero #32,image,"[{'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'verified': 0, 'share': 100}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'verified': 1, 'share': 0}]","[{'trait_type': 'Rarity Level', 'value': 'Elven'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Wedge (White)'}, {'trait_type': 'Eyes', 'value': 'Red'}, {'trait_type': 'Head', 'value': 'none'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Back', 'value': 'Malefic Wings'}, {'trait_type': 'Neck', 'value': 'Bleeding Talisman'}, {'trait_type': 'Hands', 'value': 'Ebon-quilted Gloves'}, {'trait_type': 'Waist', 'value': 'Ebon Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'Diamond Ring of Initiation'}, {'trait_type': 'Finger (R)', 'value': 'Basilisk Ring'}, {'trait_type': 'Feet', 'value': 'Ebon Leather Whispers'}, {'trait_type': 'Main-hand Weapon', 'value': 'Bloodknot, Leash of Teir Otho'}, {'trait_type': 'Off-hand Weapon', 'value': 'Ace of Spades'}, {'trait_type': 'Trinket', 'value': 'Urn of Valiant Ashes'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]","{'files': [{'uri': 'https://gldhero-production.s3.amazonaws.com/32.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'share': 100}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'share': 0}]}",False,{},2,"[{'trait_type': 'Rarity Level', 'value': 'Elven'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Wedge (White)'}, {'trait_type': 'Eyes', 'value': 'Red'}, {'trait_type': 'Head', 'value': 'none'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Back', 'value': 'Malefic Wings'}, {'trait_type': 'Neck', 'value': 'Bleeding Talisman'}, {'trait_type': 'Hands', 'value': 'Ebon-quilted Gloves'}, {'trait_type': 'Waist', 'value': 'Ebon Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'Diamond Ring of Initiation'}, {'trait_type': 'Finger (R)', 'value': 'Basilisk Ring'}, {'trait_type': 'Feet', 'value': 'Ebon Leather Whispers'}, {'trait_type': 'Main-hand Weapon', 'value': 'Bloodknot, Leash of Teir Otho'}, {'trait_type': 'Off-hand Weapon', 'value': 'Ace of Spades'}, {'trait_type': 'Trinket', 'value': 'Urn of Valiant Ashes'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]",Elven,Pale,Female,WedgeWhite,Red,none,Tuxedo,MaleficWings,BleedingTalisman,EbonquiltedGloves,EbonLeatherBelt,DiamondRingofInitiation,BasiliskRing,EbonLeatherWhispers,Bloodknot,AceofSpades,UrnofValiantAshes,TeirOtho,Rarity Level: Elven<br>Race: Pale<br>Gender: Female<br>Hair: WedgeWhite<br>Eyes: Red<br>Head: none<br>Clothing: Tuxedo<br>Back: MaleficWings<br>Neck: BleedingTalisman<br>Hands: EbonquiltedGloves<br>Waist: EbonLeatherBelt<br>Finger (L): DiamondRingofInitiation<br>Finger (R): BasiliskRing<br>Feet: EbonLeatherWhispers<br>Main-hand Weapon: Bloodknot<br>Off-hand Weapon: AceofSpades<br>Trinket: UrnofValiantAshes<br>Background: TeirOtho<br>
2,3397,42cJpFmMaCgNZ3p42XyqheFUVqECQLCsGxK8no1HbVxb,500.0,CVyu3vT9HRukvg9sj9dzsfutmWdQft9hSbEvLB59m7JG,guild_saga_heroes,Guild Saga Heroes,,Guild Hero #4245,image,"[{'address': 'BNaDSC3g8fgf8BebB8ovKefScNKjHotZsTeVJ33LL53h', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'verified': 0, 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'verified': 0, 'share': 0}]","[{'trait_type': 'Rarity Level', 'value': 'Bronze'}, {'trait_type': 'Race', 'value': 'Volk'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Braided (Black)'}, {'trait_type': 'Eyes', 'value': 'Purple'}, {'trait_type': 'Head', 'value': 'Bandit Face Covering'}, {'trait_type': 'Clothing', 'value': ""Adventurer's Garb""}, {'trait_type': 'Back', 'value': 'none'}, {'trait_type': 'Neck', 'value': 'Azure Basilisk Amulet'}, {'trait_type': 'Hands', 'value': 'Scarlet Gloves'}, {'trait_type': 'Waist', 'value': 'Ebon Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'none'}, {'trait_type': 'Finger (R)', 'value': 'Crude Stone Band'}, {'trait_type': 'Feet', 'value': ""Fowler's Treads""}, {'trait_type': 'Main-hand Weapon', 'value': 'Ashwood Sceptre'}, {'trait_type': 'Off-hand Weapon', 'value': 'Skull'}, {'trait_type': 'Trinket', 'value': 'Tea Cup'}, {'trait_type': 'Background', 'value': 'Urag'}]","{'files': [{'uri': 'https://gldhero-production.s3.amazonaws.com/4245.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'share': 0}]}",False,{'howrare': {'rank': 9112}},3,"[{'trait_type': 'Rarity Level', 'value': 'Bronze'}, {'trait_type': 'Race', 'value': 'Volk'}, {'trait_type': 'Gender', 'value': 'Female'}, {'trait_type': 'Hair', 'value': 'Braided (Black)'}, {'trait_type': 'Eyes', 'value': 'Purple'}, {'trait_type': 'Head', 'value': 'Bandit Face Covering'}, {'trait_type': 'Clothing', 'value': ""Adventurer's Garb""}, {'trait_type': 'Back', 'value': 'none'}, {'trait_type': 'Neck', 'value': 'Azure Basilisk Amulet'}, {'trait_type': 'Hands', 'value': 'Scarlet Gloves'}, {'trait_type': 'Waist', 'value': 'Ebon Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'none'}, {'trait_type': 'Finger (R)', 'value': 'Crude Stone Band'}, {'trait_type': 'Feet', 'value': ""Fowler's Treads""}, {'trait_type': 'Main-hand Weapon', 'value': 'Ashwood Sceptre'}, {'trait_type': 'Off-hand Weapon', 'value': 'Skull'}, {'trait_type': 'Trinket', 'value': 'Tea Cup'}, {'trait_type': 'Background', 'value': 'Urag'}]",Bronze,Volk,Female,BraidedBlack,Purple,BanditFaceCovering,AdventurersGarb,none,AzureBasiliskAmulet,ScarletGloves,EbonLeatherBelt,none,CrudeStoneBand,FowlersTreads,AshwoodSceptre,Skull,TeaCup,Urag,Rarity Level: Bronze<br>Race: Volk<br>Gender: Female<br>Hair: BraidedBlack<br>Eyes: Purple<br>Head: BanditFaceCovering<br>Clothing: AdventurersGarb<br>Back: none<br>Neck: AzureBasiliskAmulet<br>Hands: ScarletGloves<br>Waist: EbonLeatherBelt<br>Finger (L): none<br>Finger (R): CrudeStoneBand<br>Feet: FowlersTreads<br>Main-hand Weapon: AshwoodSceptre<br>Off-hand Weapon: Skull<br>Trinket: TeaCup<br>Background: Urag<br>
3,3396,9v4NV9MgP1aa3bGZ45BkRU96TKqBrJSFkAQSRa6ZRfb3,400.0,CVyu3vT9HRukvg9sj9dzsfutmWdQft9hSbEvLB59m7JG,guild_saga_heroes,Guild Saga Heroes,,Guild Hero #1614,image,"[{'address': 'BNaDSC3g8fgf8BebB8ovKefScNKjHotZsTeVJ33LL53h', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'verified': 0, 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'verified': 0, 'share': 0}]","[{'trait_type': 'Rarity Level', 'value': 'Bronze'}, {'trait_type': 'Race', 'value': 'Volk'}, {'trait_type': 'Gender', 'value': 'Male'}, {'trait_type': 'Hair', 'value': 'Romantic (White)'}, {'trait_type': 'Eyes', 'value': 'Green'}, {'trait_type': 'Head', 'value': 'none'}, {'trait_type': 'Clothing', 'value': 'Scholastic Outfit'}, {'trait_type': 'Back', 'value': 'none'}, {'trait_type': 'Neck', 'value': 'Onyx Amulet of Dexterity'}, {'trait_type': 'Hands', 'value': 'Bloodstained Gauntlets'}, {'trait_type': 'Waist', 'value': 'none'}, {'trait_type': 'Finger (L)', 'value': 'Emerald Ring of Vigor'}, {'trait_type': 'Finger (R)', 'value': 'none'}, {'trait_type': 'Feet', 'value': 'Leather Stompers'}, {'trait_type': 'Main-hand Weapon', 'value': 'Atuned Swiftblade'}, {'trait_type': 'Off-hand Weapon', 'value': 'Seraphic Greatshield'}, {'trait_type': 'Trinket', 'value': 'none'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]","{'files': [{'uri': 'https://gldhero-production.s3.amazonaws.com/1614.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'share': 0}]}",False,{'howrare': {'rank': 7940}},3,"[{'trait_type': 'Rarity Level', 'value': 'Bronze'}, {'trait_type': 'Race', 'value': 'Volk'}, {'trait_type': 'Gender', 'value': 'Male'}, {'trait_type': 'Hair', 'value': 'Romantic (White)'}, {'trait_type': 'Eyes', 'value': 'Green'}, {'trait_type': 'Head', 'value': 'none'}, {'trait_type': 'Clothing', 'value': 'Scholastic Outfit'}, {'trait_type': 'Back', 'value': 'none'}, {'trait_type': 'Neck', 'value': 'Onyx Amulet of Dexterity'}, {'trait_type': 'Hands', 'value': 'Bloodstained Gauntlets'}, {'trait_type': 'Waist', 'value': 'none'}, {'trait_type': 'Finger (L)', 'value': 'Emerald Ring of Vigor'}, {'trait_type': 'Finger (R)', 'value': 'none'}, {'trait_type': 'Feet', 'value': 'Leather Stompers'}, {'trait_type': 'Main-hand Weapon', 'value': 'Atuned Swiftblade'}, {'trait_type': 'Off-hand Weapon', 'value': 'Seraphic Greatshield'}, {'trait_type': 'Trinket', 'value': 'none'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]",Bronze,Volk,Male,RomanticWhite,Green,none,ScholasticOutfit,none,OnyxAmuletofDexterity,BloodstainedGauntlets,none,EmeraldRingofVigor,none,LeatherStompers,AtunedSwiftblade,SeraphicGreatshield,none,TeirOtho,Rarity Level: Bronze<br>Race: Volk<br>Gender: Male<br>Hair: RomanticWhite<br>Eyes: Green<br>Head: none<br>Clothing: ScholasticOutfit<br>Back: none<br>Neck: OnyxAmuletofDexterity<br>Hands: BloodstainedGauntlets<br>Waist: none<br>Finger (L): EmeraldRingofVigor<br>Finger (R): none<br>Feet: LeatherStompers<br>Main-hand Weapon: AtunedSwiftblade<br>Off-hand Weapon: SeraphicGreatshield<br>Trinket: none<br>Background: TeirOtho<br>
4,1471,5XrDui64dSS9qhqyyPFRd3X6ykBRviu2iMqSt4puJMSZ,279.0,FFDTcCW6UXKpkMnCefTRLpF8ZkJtS4sbGTjkcNU31Pxh,guild_saga_heroes,Guild Saga Heroes,https://gldhero-production.s3.amazonaws.com/8126.png,Guild Hero #8126,image,"[{'address': 'BNaDSC3g8fgf8BebB8ovKefScNKjHotZsTeVJ33LL53h', 'verified': 1, 'share': 0}, {'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'verified': 0, 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'verified': 0, 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'verified': 0, 'share': 0}]","[{'trait_type': 'Rarity Level', 'value': 'Elven'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Male'}, {'trait_type': 'Hair', 'value': 'Erudite (Brown)'}, {'trait_type': 'Eyes', 'value': 'Cyan'}, {'trait_type': 'Head', 'value': 'Hound Knight Bascinet'}, {'trait_type': 'Clothing', 'value': 'Robes of Pyromancy'}, {'trait_type': 'Back', 'value': 'Leather Quiver'}, {'trait_type': 'Neck', 'value': 'Key of Advanced Arcanum'}, {'trait_type': 'Hands', 'value': ""Slayer's Handwraps""}, {'trait_type': 'Waist', 'value': 'Sophisticated Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'Ruby Seal of Constitution'}, {'trait_type': 'Finger (R)', 'value': 'Earnest Brass Ring'}, {'trait_type': 'Feet', 'value': 'Mithril Warboots'}, {'trait_type': 'Main-hand Weapon', 'value': 'none'}, {'trait_type': 'Off-hand Weapon', 'value': 'Composite Bow'}, {'trait_type': 'Trinket', 'value': 'none'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]","{'files': [{'uri': 'https://gldhero-production.s3.amazonaws.com/8126.png', 'type': 'image/png'}], 'category': 'image', 'creators': [{'address': 'RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA', 'share': 10}, {'address': '8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y', 'share': 90}, {'address': '3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu', 'share': 0}]}",False,,1,"[{'trait_type': 'Rarity Level', 'value': 'Elven'}, {'trait_type': 'Race', 'value': 'Pale'}, {'trait_type': 'Gender', 'value': 'Male'}, {'trait_type': 'Hair', 'value': 'Erudite (Brown)'}, {'trait_type': 'Eyes', 'value': 'Cyan'}, {'trait_type': 'Head', 'value': 'Hound Knight Bascinet'}, {'trait_type': 'Clothing', 'value': 'Robes of Pyromancy'}, {'trait_type': 'Back', 'value': 'Leather Quiver'}, {'trait_type': 'Neck', 'value': 'Key of Advanced Arcanum'}, {'trait_type': 'Hands', 'value': ""Slayer's Handwraps""}, {'trait_type': 'Waist', 'value': 'Sophisticated Leather Belt'}, {'trait_type': 'Finger (L)', 'value': 'Ruby Seal of Constitution'}, {'trait_type': 'Finger (R)', 'value': 'Earnest Brass Ring'}, {'trait_type': 'Feet', 'value': 'Mithril Warboots'}, {'trait_type': 'Main-hand Weapon', 'value': 'none'}, {'trait_type': 'Off-hand Weapon', 'value': 'Composite Bow'}, {'trait_type': 'Trinket', 'value': 'none'}, {'trait_type': 'Background', 'value': 'Teir Otho'}]",Elven,Pale,Male,EruditeBrown,Cyan,HoundKnightBascinet,RobesofPyromancy,LeatherQuiver,KeyofAdvancedArcanum,SlayersHandwraps,SophisticatedLeatherBelt,RubySealofConstitution,EarnestBrassRing,MithrilWarboots,none,CompositeBow,none,TeirOtho,Rarity Level: Elven<br>Race: Pale<br>Gender: Male<br>Hair: EruditeBrown<br>Eyes: Cyan<br>Head: HoundKnightBascinet<br>Clothing: RobesofPyromancy<br>Back: LeatherQuiver<br>Neck: KeyofAdvancedArcanum<br>Hands: SlayersHandwraps<br>Waist: SophisticatedLeatherBelt<br>Finger (L): RubySealofConstitution<br>Finger (R): EarnestBrassRing<br>Feet: MithrilWarboots<br>Main-hand Weapon: none<br>Off-hand Weapon: CompositeBow<br>Trinket: none<br>Background: TeirOtho<br>
